Handle,Title,Body (HTML),Vendor,Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Image,Image Src,SEO Title,SEO Description,Published,Status,Barva (product.metafields.custom.barva),Velikost (product.metafields.custom.velikost),Provedení (product.metafields.custom.provedeni),Hodnota (product.metafields.custom.hodnota),Pevnost (product.metafields.custom.pevnost),Značka (product.metafields.custom.znacka),Šířka (product.metafields.custom.sirka),Velikost balení (product.metafields.custom.velikost_baleni),Shoptet CODE (product.metafields.custom.internal_id),migration_legacy_id,migration_legacy_url
vibrator-zen-yuzucha-by-iroha,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/228-10_iroha-zen-yuzucha-tvar-maly.jpg?6501a797,,,,,,,,,,,,,,,
vibrator-zen-yuzucha-by-iroha,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/228-12_iroha-zen-yuzucha-mody-maly.jpg?6501a797,,,,,,,,,,,,,,,
vibrator-zen-yuzucha-by-iroha,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/228-2_iroha-zen-yuzucha-vykon-maly.jpg?6501a796,,,,,,,,,,,,,,,
vibrator-zen-yuzucha-by-iroha,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/228-9_iroha-zen-yuzucha-velikost-maly.jpg?6501a797,,,,,,,,,,,,,,,
vibrator-zen-yuzucha-by-iroha,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/228-8_zen-yuzucha-orange-vibrator-iroha-8-2.jpg?6532cf7d,,,,,,,,,,,,,,,
dykka-binder-tape-uzka-7-5-cm-10-kusu-krycich-nalepek-nude,"DYKKA binder tape | úzká / 7,5 cm + 10 kusů krycích nálepek | nude","<p>DYKKA tape jsme pečlivě vyladili pro lidi, kteří prochází tranzicí nebo touží po maskulinnějším či nebinárním vzhledu. Je to super alternativa k binderu, která vám pomůže docílit plochého vzhledu hrudníku a zároveň vám dovolí volně dýchat! Ideální pro diskrétní zploštění bez viditelných ramínek. Plochý hrudník a holá záda? Bingo! Transformujte svůj vzhled s DYKKA tape. Buďte sebejistí ve svém těle a vyjádřete svou jedinečnou identitu! ✨</p>
<p>Tape je vodotěsná a taky odolá potu, takže s ní můžete vyrazit do fitka, do sprchy a i do moře. Lepivá vrstva není na celé ploše, ale přerušovaná, aby se lépe přizpůsobila vašemu tělu. Díky jemně penetrované struktuře může vaše kůže pod páskou dýchat. Binder tape můžete nosit i několik dní (otestovaných máme 5), ale začněte max na 8 hodinách, pokud bude vše v pořádku, můžete čas prodlužovat. Mezi jednotlivým tapováním dejte kůži čas na regeneraci. </p>
<p>Zároveň je páska bezpečná k dlouhodobému nošení. Můžete v ní dokonce spát, ale vždy poslouchejte vaše tělo, pokud vás svědí nebo cítíte pálení, opatrně ji sundejte. Aby byla pokožka stále ve skvělé kondici a <strong>zvládala opakované lepení bez podráždění nebo poškození</strong>, doporučujeme ji sundávat jen se <strong><a href=""https://www.dykka.com/tapes/olej-pro-nezne-odstraneni-tejpu/"">SoftRelease Elixirem</a></strong>. Jedině tak šetrně a účinně sundáte tape a minimalizujete zátěž pokožky.</p>
<p>Stejně dobře, jako páska dokáže páska pomoct se skrytím prsou, zároveň dokáže prsa podržet a udělal pushup efekt. Využít se dá taky i packování i tuckování.</p>
<p> <b>Co na tape zbožňujeme?</b></p>
<ol>
<li><b> Účinné zploštění:</b> DYKKA tape je efektivní způsob, jak dosáhnout plochého hrudníku, čímž přispívá k více maskulinnímu nebo nebinárnímu vzhledu.</li>
<li><b> Pohodlná a flexibilní:</b> Materiál pásky je pružný a přizpůsobivý, což zajišťuje pohodlné nošení po celý den bez ohrožení flexibility pohybu.</li>
<li><b> Bezpečná a hypoalergenní:</b> Vyrobeno z materiálů šetrných k pokožce, minimalizuje riziko podráždění nebo alergických reakcí.</li>
</ol>
<p>Barva: <strong>nude/tělová</strong></p>
<p>Rozměr: <strong>7,5 cm x 5 m</strong></p>
<p>Materiál: <strong>95 % bavlna, 5 % spandex</strong></p>
<p>Balení obsahuje <strong>1 pásku a 10 ochranných nálepek na bradavky</strong> v basic kulatém tvaru</p>
<p>Na výběr máte ze dvou šířek pásek - užší (7.5 cm) a <a href=""https://www.dykka.com/binder-tapes/dykka-binder-tape-siroka-10cm-10-paru-krycich-nalepek/"">širší (10 cm)</a>. Pokud vám dojdou krycí nálepky na bradavky, můžete jejich zásoby doplnit <a href=""https://www.dykka.com/binder-tapes/nalepky-na-bradavky-5-paru/"">tady</a>. </p>
<p><strong>Jakou šířku si vybrat?</strong></p>
<p>Existuje mnoho způsobů jak si pásku nalepit, a proto neexistuje 100 % návod, kterou pásku vybrat. Někomu vyhovují 2 pruhy užší pásky, někomu více sedí jeden pruh širší, další možná bude potřebovat kombinaci obojího. Pokud máte menší prsa, nebo nosíte konfekční velikost M a menší, měla by vám vyhovovat užší páska. Obě pásky můžete také libovolně kombinovat. Nic jako špatný způsob aplikace pásky neexistuje, pokud vás páska nikde neškrtí nebo neřeže... </p>
<p><strong>Jak dlouho páska vydrží?</strong></p>
<p>Záleží na tom, jak moc často ji budete používat a taky na velikosti vašeho hrudníku. Většinou je to ale zhruba 2 měsíce.</p>
<p><b>Než začnete:</b></p>
<p>Před prvním použití si udělejte test, jestli se vaše pokožka a páska budou kamarádit. Používáte naši pásku pravidelně? I tak si s novou páskou udělejte test, jestli si s páskou bude vaše kůže rozumět. <strong>Jak na to?</strong> Ustřihněte si úzký pásek a nalepte si ho na místa, kam si budete pásku lepit a nechte si ji tam pár hodin. Je všechno ok? Můžete se vrhnout na její používání. Ale nikdy si páskou neobtáčejte celý hrudník! Buďte k sobě něžní a nelepte si pásku přes otevřené rány nebo na jakkoliv podrážděnou pokožku.</p>
<p><strong>Návod k použití:</strong></p>
<ol>
<li>Páska se lepí na čistou a suchou pokožku.</li>
<li>Ustřihněte si 2 kousky pásky podle potřeby (cca 15-20 cm).</li>
<li>Obstřihněte a zakulaťte rohy pásky, tím zajistíte, že se nebude odlepovat.</li>
<li>Přes bradavky si nalepte ochranné nálepky a NIKDY nelepte pásku přímo na bradavky. Došly vám krycí nálepky? Tady najdete novou sadu. </li>
<li>Začněte s lepeními pásky. Ideální místo je pár centimetrů před bradavkou, tam kde největší objem hmoty. Od středu hrudníku jemně táhněte prso a lepte směrem dolů a k zádům. Nelepte si pásku příliš blízko do podpaží, bude se vám odlepovat a nebude to příjemné.</li>
<li>Ujistěte se, že páska je pohodlná a nepříjemně netlačí.</li>
</ol>
<h2><strong>Jak pásku sundat?</strong></h2>
<ol>
<li>Nechte pásku pořádně odmočit, aby šla pěkně sundat. Nikdy ji netrhejte na sucho!</li>
<li>Tape můžete nechat i odmastit olejem vhodným na kůži (brzo bude speciální olej skladem).</li>
<li>Postupně jemně sundávejte pásku, pokud to ještě nejde dobře, tak je potřeba ji víc odmočit.</li>
<li>Ať tape sundáte, kůži dobře promažte a namasírujte, aby o ni bylo pěkně postaráno.</li>
</ol>
<p>⚠️ <b>Upozornění:</b></p>
<p>1. Nepřelepujte bradavku lepicí páskou. Při sundávání pásky byste mohli způsobit vážné poškození. Před aplikací této pásky použijte prosím nálepku na bradavky.<b>2. Nenoste pásku déle než 8 hodin.
<p>Používejte s opatrností a podle návodu k použití. Nedoporučuje se pro dlouhodobé nošení nebo při podráždění pokožky. V případě jakýchkoli nežádoucích reakcí přestaňte produkt používat. Objevila se vám vyrážka, jakékoli známky infekce, včetně horečky, zimnice, výtoku nebo zvracení? Obraťte se na vašeho lékaře. Vzácné, ale možné známky deformity žeber zahrnují dušnost, bolest na hrudi nebo nepravidelné dýchání. Přestaňte používat a kontaktujte svého lékaře, pokud se objeví některé z těchto příznaků.</p>
<p><b>",DYKKA,✨ Dlouhý binder: když chcete víc než jen zploštění hrudníku,[777;780;890;899;890],,,,,,,98,0,shopify,0,continue,manual,320,TRUE,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/374-4_dykka-tape-7cm-nude.jpg?667c13dc,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/374-4_dykka-tape-7cm-nude.jpg?667c13dc,,"Vytvořte plochý hrudník s naší tape, ideální pro maskulinnější nebo nebinární vzhled. Vodotěsná, hypoalergenní, pohodlná a flexibilní.",TRUE,active,,,,,,,,,98,98,https://www.dykka.com/binder-tapes/dykka-binder-tape-uzka-7-5-cm-10-paru-krycich-nalepek/
dykka-binder-tape-uzka-7-5-cm-10-kusu-krycich-nalepek-nude,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/374-1_dykka-tape-7cm-nude--2.jpg?667c13db,,,,,,,,,,,,,,,
dykka-binder-tape-uzka-7-5-cm-10-kusu-krycich-nalepek-nude,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/374-2_dykka-tape-10cm.jpg?667c13db,,,,,,,,,,,,,,,
dykka-binder-tape-uzka-7-5-cm-10-kusu-krycich-nalepek-nude,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/374-5_polstarky-bradavky-nalepky-dykka-3.jpg?65d510d1,,,,,,,,,,,,,,,
uberlube-lubrikacni-gel-112-ml,Überlube lubrikační gel 112 ml,"<p>Dokonale klouže, nelepí a vydrží vaše tempo tak dlouho, jak budete potřebovat. Überlube je luxusní lubrikant v minimalistické lahvičce z tvrzeného skla s praktickým dávkovačem. A teď gamechanger! Funguje i pod vodou! Prostě se nerozpustí, takže můžete rozjet vodní hrátky na plné obrátky!</p>
<p>Tenhle designový gelíček nevytváří ulepenou vrstvu, ale snižuje tření, takže dokonale přenáší i ty nejjemnější vzruchy. Navíc působí tak hedvábně, že se nebudete chtít přestat dotýkat! Až se jednou přece jen odhodláte, Überlube se rozptýlí a vám zůstane šťastná, jemná a příjemně zvlhčená pokožka.</p>
<p><strong>Přestože je na silikonové bázi, je kompatibilní s latexem a bezpečný pro použití s <a href=""https://www.dykka.com/kondomy/"">kondomy</a> z přírodního kaučukového latexu a polyisoprenu, ale nepoužívejte ho s polyuretanovými kondomy.</strong> Navíc nepřechovává kvasinky, bakterie nebo plísně a nemění hladinu pH. Ale pro jistotu doporučujeme vyzkoušet kompatibilitu Überlube se silikonem na vašich pomůckách. Bezpěčně si sedne s hračkami vyrobenými z Neosiliconu.</p>
<p>Überlube neobsahuje nic navíc. Nenajdete v něm žádné konzervanty, parabeny, vůně a chutě. Takže ho můžete využít všude, kde potřebujete snížit tření. Ať už trénujete na triatlon nebo se jen udržujete ve formě, überlube poskytuje dlouhotrvající a vysoce výkonnou ochranu proti oděru!</p>
<ul>
<li>Vegan & cruelty-free</li>
<li>Silikonová báze</li>
<li><strong>Bezpečný pro použití s kondomy z přírodního kaučukového latexu a polyisoprenu</strong></li>
<li><strong>Nepoužívejte ho s polyuretanovými kondomy</strong></li>
<li>Kompatibilní s hračkami vyrobenými z Neosiliconu</li>
<li>Dokonale se vstřebá a nelepí</li>
<li>Funguje dokud nepřestanete s pohybem</li>
<li>Bez parabenů, konzervačních látek a glycerinu </li>
<li>Bez parfemace a chuti</li>
<li>Neobsahuje spermicidy</li>
<li>Funkční i pod vodou</li>
<li>Ideální na snížení tření pro sportovce</li>
<li>Objem: 112 ml</li>
</ul>
<p><img src='https://cdn.shopify.com/s/files/1/0810/5633/4156/files/DYKKA_uberlube_lubrikant-2.png' alt=""DYKKA_uberlube_lubrikant-2"" />",Überlube,kondomy,[804;807;831;834;854;867;882;854],,,,,,,249,0,shopify,0,continue,manual,780,TRUE,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/249-1_uberlube-dykka.png?62ed2b7a,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/249-1_uberlube-dykka.png?62ed2b7a,Überlube lubrikační gel pro dokonalé klouzání,Luxusní lubrikační gel Überlube. Lahvička s praktickým dávkovačem. Dokonalé a dlouhotrvající klouzání bez lepení. Vhodné pro použití pod vodou. Silikonová báze.,TRUE,active,,,,,,,,,249,249,https://www.dykka.com/lubrikacni-gely/uberlube-lubrikacni-gel/
uberlube-lubrikacni-gel-112-ml,,,,,,,,,,,,,,,,,,,,,https://cdn.myshoptet.com/usr/www.dykka.com/user/shop/orig/249-2_uberlube-medium-key-3.jpg?6319a4b6,,,,,,,,,,,,,,,
